name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,closed,street,zip,open,close,City,County Name,avg_rating_right,num_of_reviews_right
Lime Fresh Mexican Grill,"Lime Fresh Mexican Grill, 1824 N Westshore Blvd, Tampa, FL 33607",0x88c2c2567d8ce38f:0x944ef9a47dd1306c,"Counter-serve Mexican chain dishing out burritos & other standards, plus homemade salsas & sides.",27.953125,-82.5,"Mexican restaurant,Restaurant",3.0,28,,1.0,1.0,"0x88c2c34a4ad5bda3:0xff27a94343c1db1,0x88c2c2fb7da9702b:0xb4427489bc7e149,0x88c2c366f5cc18f5:0x936bdf0aacb88839",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c2567d8ce38f:0x944ef9a47dd1306c?authuser=-1&hl=en&gl=us,1,0,0,0,1,1824 N Westshore Blvd FL USA,33607,Permanently closed,Permanently closed,TAMPA,HILLSBOROUGH,,
The Garden Grille & Bar,"The Garden Grille & Bar, 16410 Corporate Commerce Way, Fort Myers, FL 33913",0x88db1502eb555d33:0xc895c3474597fa89,,26.5,-81.8125,Restaurant,5.0,1,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1502eb555d33:0xc895c3474597fa89?authuser=-1&hl=en&gl=us,1,0,0,0,0,16410 Corporate Commerce Way FL USA,33913,5PM,,FORT MYERS,LEE,,
Wing Zone,"Wing Zone, 655 Reitz Union Drive, Gainesville, FL 32603",0x88e8a37653819d81:0x26b7ea2ceed21f0f,Casual counter-serve chain offering wings with an array of signature sauces & other fast fare.,29.640625,-82.375,"Chicken wings restaurant,Restaurant",4.0,18,$$,1.0,1.0,"0x88e8a47371ff21e9:0x8cf5ae209f2a92a0,0x88e8bca1e7d227b5:0x738b1f37af1cd6c4,0x88e8a328b26363fd:0xcaecb3a44af9a8e3,0x88e8a339518a6f0b:0x9a52b8a522f3fc8d",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a37653819d81:0x26b7ea2ceed21f0f?authuser=-1&hl=en&gl=us,1,0,0,0,1,655 Reitz Union Drive FL USA,32603,,,GAINESVILLE,ALACHUA,3.88,1038
The Roost,"The Roost, 420 22nd St S, St. Petersburg, FL 33712",0x88c2fd595b2d4417:0xd5870103336ee245,,27.765625,-82.6875,"Chicken restaurant,Bar",4.0,58,,1.0,1.0,"0x88c2e230ec8c15e9:0xd82dc1c9254cc4ed,0x88c2e140bb5e4fe1:0xe4d0b14a0d346e90",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fd595b2d4417:0xd5870103336ee245?authuser=-1&hl=en&gl=us,1,0,0,0,1,420 22nd St S FL USA,33712,Permanently closed,Permanently closed,,,4.93,30
Flippers Pizzeria,"Flippers Pizzeria, 5256 Red Bug Lake Rd, Winter Springs, FL 32708",0x88e76eead631eb33:0x774c35b160280b27,"Casual pizza chain serving brick-oven pies & other Italian eats, plus beer & wine.",28.65625,-81.25,"Pizza restaurant,Italian restaurant",4.0,38,$$,1.0,1.0,"0x88e76eeb278404b5:0xc9ca8ab50e094297,0x88e7727f5e517f03:0xc225a734ae210276,0x88e76ec79a4892bb:0xebf6c45259802054,0x88e76c03339dd39f:0xec0de0415f69196c,0x88e76c6df2f54579:0x372482ba5a4caa6a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76eead631eb33:0x774c35b160280b27?authuser=-1&hl=en&gl=us,1,0,0,0,1,5256 Red Bug Lake Rd FL USA,32708,Permanently closed,Permanently closed,WINTER SPRINGS,SEMINOLE,,
Oasis Bar & Grill,"Oasis Bar & Grill, 200 Willard St, Cocoa, FL 32922",0x88de01fe03fb3b87:0xdc448bb0d70e1066,"Relaxed sports bar serving burgers, sandwiches, pizza & more in an unassuming space.",28.359375,-80.75,"Bar & grill,Restaurant",3.0,18,$$,1.0,1.0,"0x88e0aa5799e157c5:0x9a6f5a95240b7a7e,0x88e0aa15896fd0e1:0x4fac7e98239b8303,0x88e0aa3f64dafef1:0x90ffc82d8265063a,0x88de01fcc92fe72d:0x4736b6adec8bbb6c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de01fe03fb3b87:0xdc448bb0d70e1066?authuser=-1&hl=en&gl=us,1,0,0,0,1,200 Willard St FL USA,32922,Permanently closed,Permanently closed,COCOA,BREVARD,,
Golden Corral,"Golden Corral, 10753 S U.S. Hwy 1, Port St. Lucie, FL 34952",0x88dee88542e259df:0x9c6c507b0355b5c5,"Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.",27.265625,-80.3125,"Buffet restaurant,American restaurant,Banquet hall,Breakfast restaurant,Family restaurant",3.0,48,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dee88542e259df:0x9c6c507b0355b5c5?authuser=-1&hl=en&gl=us,1,0,0,0,1,10753 S U.S. Hwy 1 FL USA,34952,,,,,,
Pizza Hut,"Pizza Hut, 2910 Kerry Forest Pkwy Ste A3, Tallahassee, FL 32308",0x88ec59a7f3aa04cb:0x6b7bc9e07793eee5,Family-friendly chain known for its made-to-order pizzas.,30.546875,-84.25,"Pizza delivery,Chicken wings restaurant,Takeout Restaurant,Pizza restaurant",3.0,88,$,1.0,1.0,"0x88ec59aaf0bce60b:0x1d0183e7f99da263,0x88ecf596a27df9e3:0x3d02a27bb5ec2f40,0x88ecf59b4dffb69f:0x9f547e4ed256a288,0x88ec590832d91b9f:0x66b8401c16ad048",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec59a7f3aa04cb:0x6b7bc9e07793eee5?authuser=-1&hl=en&gl=us,1,0,0,0,0,2910 Kerry Forest Pkwy Ste A3 FL USA,32308,10:30AM,,TALLAHASSEE,LEON,4.56,1710
Pizza Hut Express,"Pizza Hut Express, 556 E. Street, FL-44, Wildwood, FL 34785",0x88e7dc5adf417ceb:0x125b2d9de7f7b659,Family-friendly chain known for its made-to-order pizzas.,28.875,-82.125,"Pizza restaurant,Takeout Restaurant",3.0,8,$,1.0,1.0,"0x88e7dd2c3047f1f5:0x6a789f9c82d3cb0d,0x88e7dd2bfbed60a3:0x84e7d4cc5dd13cb9,0x88e7dcd532b9ded3:0x7030499799bbe83c,0x88e7c2c548db1f9d:0x45d88113c3980088",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7dc5adf417ceb:0x125b2d9de7f7b659?authuser=-1&hl=en&gl=us,1,0,0,0,1,556 E. Street FL USA,34785,,,WILDWOOD,SUMTER,3.82,17
Joy Donuts,"Joy Donuts, 20010 US-441, Mt Dora, FL 32757",0x88e7a24132f22bff:0x13dbfd99598ca06c,,28.8125,-81.625,Fast food restaurant,5.0,13,,1.0,1.0,"0x88e7a270781559e1:0xdfbf9d24b31696e,0x88e7a262dee4cfc7:0x52f4af36998cb489,0x88e7a1cabb8fbe13:0x8db6abce43ff9129,0x88e7bd3c7431a857:0xbb9fcb3fd9f2503e,0x88e7a262c0a385a5:0xab05b3f9015e7fda",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7a24132f22bff:0x13dbfd99598ca06c?authuser=-1&hl=en&gl=us,1,0,0,0,1,20010 US-441 FL USA,32757,Permanently closed,Permanently closed,MOUNT DORA,LAKE,,
Arby's,"Arby's, 4659 FL-46, Sanford, FL 32771",0x88e7130f4ce6526b:0x57cab6087a8887a6,"Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.",28.8125,-81.3125,"Fast food restaurant,American restaurant,Family restaurant,Sandwich shop",2.0,7,$,1.0,1.0,"0x88e7129d04c83613:0x4dfc2f6c89826193,0x88e71283c0721ce3:0xe8e8b1ca0a6c705d,0x88e7129d9880461b:0x88374c111733448d,0x88e7139dc603a8cd:0x10bcd81335584449",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7130f4ce6526b:0x57cab6087a8887a6?authuser=-1&hl=en&gl=us,1,0,0,0,1,4659 FL-46 FL USA,32771,,,SANFORD,SEMINOLE,3.6,2230
SoFresh,"SoFresh, 4756 Florida Ave S, Lakeland, FL 33813",0x88dd392bcc97b7bd:0x7bb355720c8a263d,,27.984375,-81.9375,New American restaurant,4.0,78,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd392bcc97b7bd:0x7bb355720c8a263d?authuser=-1&hl=en&gl=us,1,0,0,0,0,4756 Florida Ave S FL USA,33813,10:30AM,,LAKELAND,POLK,,
Pretzel Twister,"Pretzel Twister, St. Augustine Outlets, 500 Outlet Mall Blvd #501, St. Augustine, FL 32084",0x88e429761341d4df:0xed2ec5af998b7971,,29.921875,-81.4375,Bakery,3.0,13,,1.0,1.0,"0x88e42901372b01fd:0xb24349ba674e3017,0x88e42742615f7301:0x105d15c5bc07130c,0x88e5cb749d59c709:0xa72d26da9ef50014,0x88e42982b5897289:0xdcc3da1b5512179a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e429761341d4df:0xed2ec5af998b7971?authuser=-1&hl=en&gl=us,0,1,0,0,1,St. Augustine Outlets FL USA,32084,Permanently closed,Permanently closed,,,4.47,136
Between The Bunz,"Between The Bunz, 15700 SW 288th St, Homestead, FL 33033",0x88d9dd7a3fd0ce5d:0x47e96fab07fa79ee,,25.5,-80.4375,Takeout Restaurant,4.0,18,,1.0,1.0,"0x88d9e73d0b63485d:0x28bb1951b71662a2,0x88d9dd6e658ff9e9:0x75d139415fa2f0f7,0x88d9e7be11855555:0x5681369dda5c18f8,0x88d9e714670254c1:0xc1341f0c18ef3c00,0x88d9e7400b6d548f:0x990b3851f755aed6",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9dd7a3fd0ce5d:0x47e96fab07fa79ee?authuser=-1&hl=en&gl=us,1,0,0,0,1,15700 SW 288th St FL USA,33033,,,HOMESTEAD,MIAMI-DADE,,
Shell,"Shell, 11175 SW 40th St, Miami, FL 33165",0x88d9bf5040e96d9f:0xf82c39de16d669b4,,25.734375,-80.375,"Gas station,Alternative fuel station,ATM,Convenience store,Electric vehicle charging station,Restaurant",4.0,82,$$,1.0,1.0,"0x88d9b8bcb4fffe47:0xa8b34a51b5338076,0x88d9bf5c82f85d4f:0xa4efc8666b4eb25c,0x88d9bf528e44041f:0x1b3569b9c5e7e34a,0x88d9c7eb9dc5e9c9:0xe8f3873bcce3f22,0x88d9b774d6993f83:0x491871aa13dab972",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf5040e96d9f:0xf82c39de16d669b4?authuser=-1&hl=en&gl=us,1,0,0,0,0,11175 SW 40th St FL USA,33165,Open 24 hours,Open 24 hours,MIAMI,MIAMI-DADE,3.86,1134
Token Ramen & Kung Fu Tea,"Token Ramen & Kung Fu Tea, 2000 Piazza Ave ste 150, Wesley Chapel, FL 33543",0x88c2b1756ec427c7:0xadc24d04723c1df3,,28.1875,-82.375,Restaurant,4.0,18,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2b1756ec427c7:0xadc24d04723c1df3?authuser=-1&hl=en&gl=us,1,0,0,0,0,2000 Piazza Ave ste 150 FL USA,33543,11AM,,,,4.76,121
Jerusalem Restaurant,"Jerusalem Restaurant, 7342 International Dr, Orlando, FL 32819",0x88e77fb172fdb50b:0x376b8ea75f6ebb16,,28.453125,-81.5,"Mediterranean restaurant,Halal restaurant,Middle Eastern restaurant,Turkish restaurant",4.0,45,,1.0,1.0,"0x88e77f98475a616f:0x50a512353445a0fb,0x88e77afe8765aa11:0x7bfda469d3a6a5bf,0x88e778c4ef109599:0x1e6e177b4c3cafa1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77fb172fdb50b:0x376b8ea75f6ebb16?authuser=-1&hl=en&gl=us,1,0,0,0,0,7342 International Dr FL USA,32819,5PM Wed,,ORLANDO,ORANGE,4.48,218
Scoozi,"Scoozi, 1920 14th Ave, Vero Beach, FL 32960",0x88de5f02ceed463f:0x5a46bae30796f2ed,"Specializing in seafood & pasta dishes, this unfussy Italian-American spot has a full bar & terrace.",27.640625,-80.375,"Italian restaurant,Bar",4.0,14,,1.0,1.0,"0x88de5fd2d7ee826f:0x18a31325c12fe5e9,0x88de5efd3381375b:0x6139ae660e5a73bd,0x88de58d99b460d75:0xb502f4b45c8b65ba,0x88de58d983c4108f:0xbcdeac5156346c42,0x88de5f33f93ae63b:0xd23d9337c5c4ecf6",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de5f02ceed463f:0x5a46bae30796f2ed?authuser=-1&hl=en&gl=us,1,0,0,0,1,1920 14th Ave FL USA,32960,Permanently closed,Permanently closed,VERO BEACH,INDIAN RIVER,,
Subway,"Subway, 14500 US Hwy 301, South, Starke, FL 32091",0x88c2d6fa6527956f:0xfbbc109fd1c00c17,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",29.921875,-82.125,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,28,$,1.0,1.0,"0x88e5fdee8b02b377:0xd1c09b7fc5ea9b62,0x88e5fdee7a0da4db:0x70c44929b977f93d,0x88e5fde969da140d:0x2ee008d9e6e701cb,0x88e5fdee84222bc5:0xbdb571becdf0a9cf,0x88e5fdebd8cb114b:0xfcbe3697ceeaa346",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2d6fa6527956f:0xfbbc109fd1c00c17?authuser=-1&hl=en&gl=us,1,0,0,0,0,14500 US Hwy 301 FL USA,32091,9AM,,STARKE,BRADFORD,3.95,47262
Krispy Kreme Jacksonville,"Krispy Kreme Jacksonville, 3814 University Blvd W, Jacksonville, FL 32217",0x88e5b61fa9704ae9:0xa8aba4443b352a1,"Longtime chain serving a variety of donut flavors & shapes, plus coffee & frozen drinks.",30.265625,-81.625,"Donut shop,Bakery,Coffee shop",3.0,8,$,1.0,1.0,"0x88e5b41d4a3631ab:0xbc80901f97fc860e,0x88e5b0de1f47f053:0x1b30d8ccf61dc1b1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b61fa9704ae9:0xa8aba4443b352a1?authuser=-1&hl=en&gl=us,0,1,0,0,1,3814 University Blvd W FL USA,32217,Permanently closed,Permanently closed,JACKSONVILLE,DUVAL,4.78,844
Domino's Pizza,"Domino's Pizza, 1119 NE Jensen Beach Blvd, Jensen Beach, FL 34957",0x88dee72bdefa6699:0xf059a34b39125767,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,27.25,-80.25,"Pizza delivery,Delivery Restaurant,Takeout Restaurant,Pizza restaurant,Pizza Takeout",4.0,55,$,1.0,1.0,"0x88dee7063dd6fca1:0xab7aa51d36feab0c,0x88dee7d60563b5e1:0x157d708b2cc73296,0x88dee6d9fd68cff5:0x24ea52861669c45b,0x88dee78dbc53a995:0x75b8ef336719347e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dee72bdefa6699:0xf059a34b39125767?authuser=-1&hl=en&gl=us,1,0,0,0,0,1119 NE Jensen Beach Blvd FL USA,34957,,12AM,,,4.19,3784
Canton House,"Canton House, 1231 Homestead Rd N, Lehigh Acres, FL 33936",0x88db7253a9c32e8b:0xb043b7805f9846b1,,26.609375,-81.625,Chinese restaurant,4.0,338,$$,1.0,1.0,"0x88db72534464c365:0x692fb29bc145fe2b,0x88db725237f95065:0x8df8a43d8d259449,0x88db730780a7d221:0x32e4939cee135991,0x88db6dbd84d18b1f:0xe7284c26a5fb6002,0x88db6fbbd62cef2b:0x40eb7faf60fbe592",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db7253a9c32e8b:0xb043b7805f9846b1?authuser=-1&hl=en&gl=us,1,0,0,0,0,1231 Homestead Rd N FL USA,33936,,9:30PM ,,,4.04,57
Papa John's Pizza,"Papa John's Pizza, 119 U.S. 27 South, Lake Placid, FL 33852",0x88dc5d0ccf635e19:0xdf0e9a4b02187b96,"Take-out/delivery chain offering classic & specialty pizzas, wings & breadsticks, plus desserts.",27.296875,-81.375,Pizza restaurant,4.0,18,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dc5d0ccf635e19:0xdf0e9a4b02187b96?authuser=-1&hl=en&gl=us,1,0,0,0,0,119 U.S. 27 South FL USA,33852,,10PM,,,4.38,2500
Ming Court,"Ming Court, 9188 International Dr, Orlando, FL 32819",0x88e77e4ad7704325:0xf7b1747be8a27d25,"Overlooking koi ponds, this popular Chinese eatery features live classical zither music at dinner.",28.4375,-81.5,"Chinese restaurant,Restaurant,Sushi restaurant,Wedding venue",3.0,94,$$,1.0,1.0,"0x88e77f4d5f2721fd:0xb7dcae5293ba895a,0x88e77f4c90479db9:0x7538bf4ef2014063,0x88e77eede2c8821b:0xae885e4818783752,0x88e77e5384d0ac25:0x937588282718393c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77e4ad7704325:0xf7b1747be8a27d25?authuser=-1&hl=en&gl=us,1,0,0,0,1,9188 International Dr FL USA,32819,Permanently closed,Permanently closed,ORLANDO,ORANGE,4.07,14
Strictly Wings,"Strictly Wings, 5638 W Sample Rd, Margate, FL 33073",0x88d905a743c48b7d:0x2e0647351506d75d,,26.265625,-80.1875,Restaurant,3.0,98,$,1.0,1.0,"0x88d904f80bbfcfcb:0x9d684b94a0df2894,0x88d9054bb95f30bb:0xd72bb112b67c0292,0x88d902f5c0d3aa5d:0xc2a3e2997d6a72bc,0x88d91b45dc8dbe1b:0xc73502de56dbdbe6,0x88d91ac6188136d7:0x63cf558e3d6c715e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d905a743c48b7d:0x2e0647351506d75d?authuser=-1&hl=en&gl=us,1,0,0,0,0,5638 W Sample Rd FL USA,33073,,9PM,POMPANO BEACH,BROWARD,,
Pit Stop,"Pit Stop, 5613 Funston St, Hollywood, FL 33023",0x88d9a94fcb6391d9:0xfa767a52acb78182,,26.0,-80.1875,Restaurant,4.0,4,,1.0,1.0,"0x88d9a91187fafbf1:0xff899e49be826769,0x88d9a94705d7bdd5:0xff2ae0371f4ae25e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a94fcb6391d9:0xfa767a52acb78182?authuser=-1&hl=en&gl=us,1,0,0,0,1,5613 Funston St FL USA,33023,Permanently closed,Permanently closed,HOLLYWOOD,BROWARD,3.51,321
Pickle Factory,"Pickle Factory, 38 Clayton Ln, Santa Rosa Beach, FL 32459",0x8893e47b5780fcd9:0x898e2ddddc2c0c2b,,30.34375,-86.1875,Pizza restaurant,3.0,74,$$,1.0,1.0,"0x8893e56980f9a337:0xee177d11f00f3542,0x8893e2435601e501:0xc1030f3bf12f7925,0x8893e3a42a8f6c2d:0xf223ab512f6f433c,0x8893e56ba932a3e1:0x8619d77daac9b37c,0x8893e4e3147d0473:0xff65ba0761b16af0",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893e47b5780fcd9:0x898e2ddddc2c0c2b?authuser=-1&hl=en&gl=us,1,0,0,0,0,38 Clayton Ln FL USA,32459,6PM Tue,,,,,
Wawa,"Wawa, 7540 W Hillsborough Ave, Tampa, FL 33615",0x88c2e94694434789:0xbe5f8d225326f923,Convenience store chain known for sandwiches & coffee. Many offer fuel & are open 24/7.,28.0,-82.5625,"Convenience store,Breakfast restaurant,Cafe,Candy store,Cheesesteak restaurant,Coffee shop,Fast food restaurant,Hoagie restaurant,Sandwich shop",3.0,34,,1.0,1.0,"0x88c2c33821303c33:0x6d604ff4004cc590,0x88c2dd1bd2e9d515:0xa8421ea1e0642db,0x88c2c212a3c4c5df:0xa74e574c7f1d0a49,0x88c2c173532198f7:0xd4b12451be75e2e3,0x88c2c3d46cc89cb9:0xdb6601b6ef98c860",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e94694434789:0xbe5f8d225326f923?authuser=-1&hl=en&gl=us,1,0,0,0,0,7540 W Hillsborough Ave FL USA,33615,Open 24 hours,Open 24 hours,TAMPA,HILLSBOROUGH,3.73,403
Alidoro,"Alidoro, 2319 N Miami Ave, Miami, FL 33127",0x88d9b74afb5d9581:0xa7adfd9d45814eb7,,25.796875,-80.1875,"Sandwich shop,Italian restaurant",1.0,1,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b74afb5d9581:0xa7adfd9d45814eb7?authuser=-1&hl=en&gl=us,1,0,0,0,0,2319 N Miami Ave FL USA,33127,12PM Tue,,MIAMI,MIAMI-DADE,,
Jerry's Famous Deli,"Jerry's Famous Deli, 1450 Collins Ave, Miami Beach, FL 33139",0x88d9b490119d57d7:0x6efd494468858932,"Veteran 24/7 spot supplying a huge menu of classic & inventive NYC-style deli eats, plus drinks.",25.78125,-80.125,"Deli,American restaurant",3.0,37,$$,1.0,1.0,"0x88d9b48dfb67c68d:0xf1a4790a68f08b4a,0x88d9b4f226dbf45f:0x714f0032e621db3a,0x88d9b36fb3c3e5e1:0x7b91ef52652b30cf,0x88d9b490090ae2e9:0xafe6adb6374f489c,0x88d9b2e82be492b9:0xb5270f0f202b91eb",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b490119d57d7:0x6efd494468858932?authuser=-1&hl=en&gl=us,1,0,0,0,1,1450 Collins Ave FL USA,33139,,,MIAMI BEACH,MIAMI-DADE,4.29,1790
Bar,"Bar, 11511 Ellison Wilson Rd, North Palm Beach, FL 33408",0x88df2ac2debb316d:0x5610c703649caa34,"Big, lively spot on the Intracoastal serving seafood & cocktails amid an island vibe, music & views.",26.84375,-80.0625,"Bar,Restaurant",3.0,15,$$,1.0,1.0,"0x88df2ac2c75dab7b:0x73802a6f79811329,0x88df2ac1e8664375:0x89003fe6bff901fa,0x88df2ac254d76c59:0xe834d326d5de5506",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88df2ac2debb316d:0x5610c703649caa34?authuser=-1&hl=en&gl=us,1,0,0,0,1,11511 Ellison Wilson Rd FL USA,33408,Permanently closed,Permanently closed,,,,
Menchie's Frozen Yogurt,"Menchie's Frozen Yogurt, 4435 13th St, St Cloud, FL 34769",0x88dd8fa1e62b9d1f:0xfd2b0209ced8ade8,"Cheerful self-serve chain with dozens of frozen yogurt flavors & toppings, sold by weight.",28.25,-81.3125,"Frozen yogurt shop,Bakery,Cake shop,Caterer,Dessert restaurant,Dessert shop,Ice cream shop,Kosher restaurant",4.0,35,$,1.0,1.0,"0x88dd8e7927baa729:0x86ac604cffe201e7,0x88dd8fad0bc336ed:0x5a6f1ebf80fbfd6,0x88dd8f182ce02d4d:0xcd52b839a8dbac7f,0x88e761f280a63749:0x1a7d51769943baaf",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8fa1e62b9d1f:0xfd2b0209ced8ade8?authuser=-1&hl=en&gl=us,1,1,0,0,0,4435 13th St FL USA,34769,,9PM,,,4.53,497
Pizza Palace,"Pizza Palace, 1959 San Marco Blvd, Jacksonville, FL 32207",0x88e5c99cb561e495:0x9f454600a7a6996e,Colorful joint dispensing pies & other familiar Italian fare plus beer & wine in low-key surrounds.,30.296875,-81.625,"Pizza delivery,Italian restaurant,Pizza restaurant,Pizza Takeout",3.0,48,$$,1.0,1.0,"0x88e5b7082ea6e70b:0xe37cf8f00abd525a,0x88e5b7a973ea2c51:0xede633470985e6a8,0x88e5b7068cd8d567:0x2c06110e1fdc1806",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c99cb561e495:0x9f454600a7a6996e?authuser=-1&hl=en&gl=us,1,0,0,0,1,1959 San Marco Blvd FL USA,32207,Permanently closed,Permanently closed,JACKSONVILLE,DUVAL,,
The Local,"The Local, Jacksonville International Airport, 2400 Yankee Clipper Dr, Post Sec - C, Jacksonville, FL 32218",0x88e5af7f73197677:0xfb1a4c70744ede3c,,30.5,-81.6875,Restaurant,3.0,6,,1.0,1.0,"0x88e5af82020e672b:0xc3813e7d6ad93a96,0x88e5afaef360fb71:0x5f5a2e495cbf6ea1,0x88e5ae50958becd7:0x448d1cfa4e1383ce,0x88e5ae4c5b1a5c3f:0x56c5f2e27a053b97,0x88e5af9d8f18bef1:0x59ef85fa143502a9",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5af7f73197677:0xfb1a4c70744ede3c?authuser=-1&hl=en&gl=us,1,0,0,0,0,Jacksonville International Airport FL USA,32218,,12AM,JACKSONVILLE,DUVAL,,
Taco Bell,"Taco Bell, 3009 W Colonial Dr, Orlando, FL 32808",0x88e77a3aa15bffff:0xa7f60f44bfb86768,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.",28.546875,-81.4375,"Mexican restaurant,Fast food restaurant",2.0,18,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77a3aa15bffff:0xa7f60f44bfb86768?authuser=-1&hl=en&gl=us,1,0,0,0,0,3009 W Colonial Dr FL USA,32808,,12AM,ORLANDO,ORANGE,3.96,2758
Merita Bread,"Merita Bread, 1959 Lane Ave S, Jacksonville, FL 32210",0x88e5b8965ab281ab:0xb89a4c2637ff65e4,,30.28125,-81.75,"Bakery,Wholesale bakery",4.0,24,$,1.0,1.0,"0x88e5c7013c0286a1:0x9780acbbff5da8c6,0x88e5c7012480272f:0xfa28ec97347d3a89,0x88e5b89645760d81:0x7bbe447359d6f283,0x88e5b6d6dc0d9359:0xf95f04eddccaa499",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b8965ab281ab:0xb89a4c2637ff65e4?authuser=-1&hl=en&gl=us,0,1,0,0,1,1959 Lane Ave S FL USA,32210,Permanently closed,Permanently closed,JACKSONVILLE,DUVAL,,
Einstein Bros. Bagels,"Einstein Bros. Bagels, 13545 Biscayne Blvd, North Miami Beach, FL 33181",0x88d9ad8be8b5fb5f:0x4747c15253feca27,"Counter-service chain offering egg sandwiches, soups, salads, baked goods & a variety of bagels.",25.90625,-80.1875,"Bagel shop,Breakfast restaurant,Coffee shop,Sandwich shop",4.0,5,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ad8be8b5fb5f:0x4747c15253feca27?authuser=-1&hl=en&gl=us,1,0,0,0,1,13545 Biscayne Blvd FL USA,33181,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,3.92,1647
Marco's Pizza,"Marco's Pizza, 4780 Florida Ave S, Lakeland, FL 33813",0x88dd3953c85b7557:0x6cbd077a6ec20456,Counter-serve chain serving specialty or custom pizzas for takeout or delivery.,27.984375,-81.9375,"Pizza Takeout,Takeout Restaurant,Pizza restaurant",3.0,17,$$,1.0,1.0,"0x88dd3fa73979eb7b:0xa309143af38dd62f,0x88dd395149133687:0x3634e9bbdeb7fbc0,0x88dd3b2c569b9509:0x18547feb85751825,0x88dd3953e050c5a7:0x5cc08a8112670273",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd3953c85b7557:0x6cbd077a6ec20456?authuser=-1&hl=en&gl=us,1,0,0,0,1,4780 Florida Ave S FL USA,33813,,,LAKELAND,POLK,4.06,2265
Wawa,"Wawa, 850 Malabar Road, Saint St SE, Palm Bay, FL 32909",0x88de0d0f334152f7:0x451af8bce0f08167,Convenience store chain known for sandwiches & coffee. Many offer fuel & are open 24/7.,28.0,-80.625,"Convenience store,Breakfast restaurant,Cafe,Candy store,Cheesesteak restaurant,Coffee shop,Fast food restaurant,Gas station,Hoagie restaurant,Sandwich shop",3.0,58,$,1.0,1.0,"0x88de0d43f4b0e3fd:0xf4de238e85453983,0x88de12a32b70977b:0xd79e93db97558f73,0x88de125006e1b459:0xe006413c4ec14be1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0d0f334152f7:0x451af8bce0f08167?authuser=-1&hl=en&gl=us,1,0,0,0,0,850 Malabar Road FL USA,32909,Open 24 hours,Open 24 hours,PALM BAY,BREVARD,3.73,403
